id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified,
11,1577561157225041922,"https://twitter.com/PT_Transjakarta/statuses/1577561157225041922","https://twitter.com/PT_Transjakarta/statuses/1577561157225041922","PT_Transjakarta","@firstalfi Hai kak, jika kamu sudah tap out di perjalanan sebelumnya, namun saldomu tetap terpotong dua kali di perjalanan yang sama, Silahkan hubungi Customer Care JLI @jaklingkoindonesia (PT JakLingko Indonesia) di nomor WA: 0812-6000-1440. Terima kasih ^WY","@firstalfi Hai kak, jika kamu sudah tap out di perjalanan sebelumnya, namun saldomu tetap terpotong dua kali di perjalanan yang sama, Silahkan hubungi Customer Care JLI @jaklingkoindonesia (PT JakLingko Indonesia) di nomor WA: 0812-6000-1440. Terima kasih ^WY","2022-10-05 03:27:44","TweetDeck",0,0,"in","","reply","firstalfi",1324892265504858113,1577558426049445889,"",0,0,104556071,"https://pbs.twimg.com/profile_images/894410793705365504/gKLX0MkN_normal.jpg",420083,23,478545,"2010-01-13 12:57:02","Akun Twitter resmi PT Transportasi Jakarta. Jika memiliki pertanyaan dapat menghubungi twitter, 1500-102 atau halo TiJe pada apps Tije","Jakarta",1,
12,1577560815406043136,"https://twitter.com/PT_Transjakarta/statuses/1577560815406043136","https://twitter.com/PT_Transjakarta/statuses/1577560815406043136","PT_Transjakarta","@uchin19851 Hai kak, jika kamu sudah tap out di perjalanan sebelumnya, namun saldomu tetap terpotong dua kali di perjalanan yang sama, Silahkan hubungi Customer Care JLI @jaklingkoindonesia (PT JakLingko Indonesia) di nomor WA: 0812-6000-1440. Terima kasih ^WY","@uchin19851 Hai kak, jika kamu sudah tap out di perjalanan sebelumnya, namun saldomu tetap terpotong dua kali di perjalanan yang sama, Silahkan hubungi Customer Care JLI @jaklingkoindonesia (PT JakLingko Indonesia) di nomor WA: 0812-6000-1440. Terima kasih ^WY","2022-10-05 03:26:22","TweetDeck",0,0,"in","","reply","uchin19851",4630740624,1577557396100349952,"",0,0,104556071,"https://pbs.twimg.com/profile_images/894410793705365504/gKLX0MkN_normal.jpg",420083,23,478545,"2010-01-13 12:57:02","Akun Twitter resmi PT Transportasi Jakarta. Jika memiliki pertanyaan dapat menghubungi twitter, 1500-102 atau halo TiJe pada apps Tije","Jakarta",1,
13,1577560098192658433,"https://twitter.com/nuhundanke/statuses/1577560098192658433","https://twitter.com/nuhundanke/statuses/1577560098192658433","nuhundanke","@apopecalypse Gmaps buat arah, JakLingko buat JakLingko (mikro dan BRT) (pun intended), Moovit buat BRT dan non BRT. untuk kereta ikut masing2 perusahaan  Ribet ya","@apopecalypse Gmaps buat arah, JakLingko buat JakLingko (mikro dan BRT) (pun intended), Moovit buat BRT dan non BRT. untuk kereta ikut masing2 perusahaan  Ribet ya","2022-10-05 03:23:31","Twitter Web App",1,0,"in","","reply","apopecalypse",342511861,1577530407121489921,"",0,0,732654308,"https://pbs.twimg.com/profile_images/1518205611649150976/4ui9vvbI_normal.jpg",805,833,116,"2012-08-02 07:18:19","PENAFIAN/Disclaimer: di-retweet, diikuti, disebut, di\'like\' oleh akun ini =/= dukungan.","","",
14,1577559574327853056,"https://twitter.com/otwduls/statuses/1577559574327853056","https://twitter.com/otwduls/statuses/1577559574327853056","otwduls","RT @BisKota_: @PT_Transjakarta Bayangkan, jaklingko ga punya akun resmi twitter  Humasnya jaklingko juga tidak ada statementnya di sosmed","@PT_Transjakarta Bayangkan, jaklingko ga punya akun resmi twitter  Humasnya jaklingko juga tidak ada statementnya di sosmed","2022-10-05 03:21:26","Twitter for Android",0,5,"in","","retweet","",0,0,"BisKota_",1619443765,1577540031308529665,71718838,"https://pbs.twimg.com/profile_images/1220275348069183489/3h2-5ixU_normal.jpg",16003,157,140,"2009-09-04 23:45:43","Huh??","Jkt. ID","",
15,1577557173915504641,"https://twitter.com/opcei/statuses/1577557173915504641","https://twitter.com/opcei/statuses/1577557173915504641","opcei","wkwk naik jaklingko abangnya asik bgt biasanya galak galak :(","wkwk naik jaklingko abangnya asik bgt biasanya galak galak :(","2022-10-05 03:11:54","Twitter for Android",0,0,"in","","original","",0,0,"",0,0,1369293169024667650,"https://pbs.twimg.com/profile_images/1576149993790279683/HMKQB-rQ_normal.png",34824,387,564,"2021-03-09 09:25:28","𔘓 Full of rt and stories, pls turn off my retweet◞♡ freetag for moots only.","bobawis.","",
16,1577557031296577541,"https://twitter.com/Muhadi40420790/statuses/1577557031296577541","https://twitter.com/Muhadi40420790/statuses/1577557031296577541","Muhadi40420790","@PT_Transjakarta Seharusnya kartu registrasi nya di cek saldo bukannya di mesin tap in. Sy aja pakai kartu jaklingko dan plaz di KRL ga ribet registrasi di cek saldo langsung bisa di pakai di KRL","@PT_Transjakarta Seharusnya kartu registrasi nya di cek saldo bukannya di mesin tap in. Sy aja pakai kartu jaklingko dan plaz di KRL ga ribet registrasi di cek saldo langsung bisa di pakai di KRL","2022-10-05 03:11:20","Twitter Web App",0,0,"in","","reply","PT_Transjakarta",104556071,1577535310346727424,"",0,0,1521870070787764224,"https://pbs.twimg.com/profile_images/1567161000994152451/1fNoydkb_normal.jpg",53,1,0,"2022-05-04 11:11:26","","Srengseng sawah Jakarta Selata","",
17,1577555753342500864,"https://twitter.com/DukuhAtasBNI/statuses/1577555753342500864","https://twitter.com/DukuhAtasBNI/statuses/1577555753342500864","DukuhAtasBNI","@vanillaedp gua pake kartu jaklingko, jd aman. Pake kartu lain nya nanti aja kalo udh bener sistemnya","@vanillaedp gua pake kartu jaklingko, jd aman. Pake kartu lain nya nanti aja kalo udh bener sistemnya","2022-10-05 03:06:15","Twitter Web App",0,0,"in","","reply","vanillaedp",1467386566452547585,1577555410357485568,"",0,0,1193445242894028800,"https://pbs.twimg.com/profile_images/1571889904120102915/07fFSJfI_normal.jpg",57133,989,24754,"2019-11-10 03:28:25","Urban Development, Public Transportation and Skyscraper enthusiasts","Jakarta Capital Region","",
18,1577555217926606848,"https://twitter.com/Rafiyr33/statuses/1577555217926606848","https://twitter.com/Rafiyr33/statuses/1577555217926606848","Rafiyr33","RT @BisKota_: @PT_Transjakarta Bayangkan, jaklingko ga punya akun resmi twitter  Humasnya jaklingko juga tidak ada statementnya di sosmed","@PT_Transjakarta Bayangkan, jaklingko ga punya akun resmi twitter  Humasnya jaklingko juga tidak ada statementnya di sosmed","2022-10-05 03:04:08","Twitter for Android",0,5,"in","","retweet","",0,0,"BisKota_",1619443765,1577540031308529665,1437768378454659076,"https://pbs.twimg.com/profile_images/1506488455643033601/dBPEpKm6_normal.jpg",1702,176,9,"2021-09-14 09:21:20","","","",
19,1577551624880676864,"https://twitter.com/graciannalina/statuses/1577551624880676864","https://twitter.com/graciannalina/statuses/1577551624880676864","graciannalina","@PT_Transjakarta Disuruh download aplikasi Jaklingko, ya bolehlah masih berguna. Lah akun Fello??? Buat apa saya daftarin informasi saya di aplikasi yg tidak saya gunakan?  NO THANKS! ambil aja 3.500 saya, eh 3.500 ribuan pengguna TJ yg kalian rugikan.","@PT_Transjakarta Disuruh download aplikasi Jaklingko, ya bolehlah masih berguna. Lah akun Fello??? Buat apa saya daftarin informasi saya di aplikasi yg tidak saya gunakan?  NO THANKS! ambil aja 3.500 saya, eh 3.500 ribuan pengguna TJ yg kalian rugikan.","2022-10-05 02:49:51","Twitter for Android",0,0,"in","","reply","PT_Transjakarta",104556071,1577550509250318336,"",0,0,291613424,"https://pbs.twimg.com/profile_images/1520419920936271872/3U8lwVrC_normal.jpg",13199,381,281,"2011-05-02 05:56:18","relación amor-odio con la comida","Jakarta, ID","",
20,1577548441471062016,"https://twitter.com/garangasemanis/statuses/1577548441471062016","https://twitter.com/garangasemanis/statuses/1577548441471062016","garangasemanis","@jozijoelll Mesti pake jaklingko. Klo ada kartubiyubatau BNI Tap Cash free","@jozijoelll Mesti pake jaklingko. Klo ada kartubiyubatau BNI Tap Cash free","2022-10-05 02:37:12","Twitter for Android",0,0,"in","","reply","jozijoelll",1256962713021890561,1577535532300894208,"",0,0,1564846034949353472,"https://pbs.twimg.com/profile_images/1574256174203273216/Xk68vZ-o_normal.jpg",895,123,28,"2022-08-31 01:22:39","Sider | ENFJ - A | Any chaser manly? | 175/63","Houston, TX","",
21,1577547428139761664,"https://twitter.com/Randomt61609964/statuses/1577547428139761664","https://twitter.com/Randomt61609964/statuses/1577547428139761664","Randomt61609964","@PT_Transjakarta @Fat_ah @jaklingkojkt Sudah miminnnn!!! Ngerti ngga sih?! Sudah saya WA dua2nya, tp ribet bgt, mesti download app jaklingko lah, download app Fello lah, mesti dibinding dulu, ribet bgt loh. Ga bisa diganti secara manual aja gtu di halte dgn nunjukin bukti transaksi? Mana WA nya jg slow respon.","@PT_Transjakarta @Fat_ah @jaklingkojkt Sudah miminnnn!!! Ngerti ngga sih?! Sudah saya WA dua2nya, tp ribet bgt, mesti download app jaklingko lah, download app Fello lah, mesti dibinding dulu, ribet bgt loh. Ga bisa diganti secara manual aja gtu di halte dgn nunjukin bukti transaksi? Mana WA nya jg slow respon.","2022-10-05 02:33:10","Twitter for Android",1,0,"in","","reply","PT_Transjakarta",104556071,1577546248189796353,"",0,0,1214351016876900352,"https://pbs.twimg.com/profile_images/1214351349057351680/K4g7nr7G_normal.jpg",13543,1678,187,"2020-01-06 20:00:36","Just bunch of random thoughts","","",
22,1577545505063993344,"https://twitter.com/Randomt61609964/statuses/1577545505063993344","https://twitter.com/Randomt61609964/statuses/1577545505063993344","Randomt61609964","@PT_Transjakarta @Fat_ah Admin, ini prosedur pengembalian dananya ngga bisa lebib simple lg apa? Ribet bgt loh, mesti download app jaklingko, download app tambahan lg lah si Fellilo itu, trs trnyata mesti hrs diaktifin pula di BCT nya...gmn si?! Kalian yg salah, bikin ribet, kok jd konsumen yg ribet?!","@PT_Transjakarta @Fat_ah Admin, ini prosedur pengembalian dananya ngga bisa lebib simple lg apa? Ribet bgt loh, mesti download app jaklingko, download app tambahan lg lah si Fellilo itu, trs trnyata mesti hrs diaktifin pula di BCT nya...gmn si?! Kalian yg salah, bikin ribet, kok jd konsumen yg ribet?!","2022-10-05 02:25:32","Twitter for Android",0,0,"in","","reply","PT_Transjakarta",104556071,1577527991965736961,"",0,0,1214351016876900352,"https://pbs.twimg.com/profile_images/1214351349057351680/K4g7nr7G_normal.jpg",13543,1678,187,"2020-01-06 20:00:36","Just bunch of random thoughts","","",
23,1577544677267771394,"https://twitter.com/randhilicious/statuses/1577544677267771394","https://twitter.com/randhilicious/statuses/1577544677267771394","randhilicious","@RiaTumimomor @jalur5_ @PT_Transjakarta Di App JakLingko kemarin ada broadcast kalo mulai kemarin ada penerapan Tarif Integrasi JakLingko khusus utk metode pakai Kartu. Mudah dan Hemat 🥺","@RiaTumimomor @jalur5_ @PT_Transjakarta Di App JakLingko kemarin ada broadcast kalo mulai kemarin ada penerapan Tarif Integrasi JakLingko khusus utk metode pakai Kartu. Mudah dan Hemat 🥺","2022-10-05 02:22:15","Twitter for Android",0,0,"in","","reply","RiaTumimomor",136305542,1577540934815735808,"",0,0,1482274573,"https://pbs.twimg.com/profile_images/1010863034523217921/KPnIJs3c_normal.jpg",11224,369,762,"2013-06-04 09:14:11","Sagittarius | Minum Kopi 3x Sehari  | Penikmat 🚍🚈🏃🚴#JakLingko | SONY XPERIA and LUMIA Photography 📸","Tebet, Indonesia","",
24,1577542701226274816,"https://twitter.com/edwin_basuki/statuses/1577542701226274816","https://twitter.com/edwin_basuki/statuses/1577542701226274816","edwin_basuki","@BisKota_ @PT_Transjakarta Jaklingko isinya kan subkon, siapa yg mau koordinir urusan kyk gini.","@BisKota_ @PT_Transjakarta Jaklingko isinya kan subkon, siapa yg mau koordinir urusan kyk gini.","2022-10-05 02:14:23","Twitter for Android",0,0,"in","","reply","BisKota_",1619443765,1577540031308529665,"",0,0,780712300458094593,"https://pbs.twimg.com/profile_images/1300787868873486336/sqvbZKgV_normal.jpg",85075,982,633,"2016-09-27 06:14:52","Jer Basuki mawa Edwin.. 🤭","Cibinong, Indonesia","",
25,1577542548973047809,"https://twitter.com/wissnu0212/statuses/1577542548973047809","https://twitter.com/wissnu0212/statuses/1577542548973047809","wissnu0212","@PT_Transjakarta Ujung2nya semua harus pake kartu jaklingko....cuaannn...cuannnn....","@PT_Transjakarta Ujung2nya semua harus pake kartu jaklingko....cuaannn...cuannnn....","2022-10-05 02:13:47","Twitter for Android",0,0,"in","","reply","PT_Transjakarta",104556071,1577535310346727424,"",0,0,4544799432,"https://pbs.twimg.com/profile_images/1026405256836444160/HLfcisXp_normal.jpg",637,96,55,"2015-12-13 01:43:12","NKRI...No Kadrun...","","",
26,1577542208076812289,"https://twitter.com/LeonardEricLie/statuses/1577542208076812289","https://twitter.com/LeonardEricLie/statuses/1577542208076812289","LeonardEricLie","RT @BisKota_: mau cc tim hore jaklingko di twiter, udh males duluan liat akunnya","mau cc tim hore jaklingko di twiter, udh males duluan liat akunnya","2022-10-05 02:12:26","Twitter for Android",0,1,"in","","retweet","",0,0,"BisKota_",1619443765,1577536851547947008,1054721107423506432,"https://pbs.twimg.com/profile_images/1577115191652720640/D5DUs_gS_normal.jpg",77507,53,324,"2018-10-23 09:08:02","","","",
27,1577541506914975744,"https://twitter.com/randhilicious/statuses/1577541506914975744","https://twitter.com/randhilicious/statuses/1577541506914975744","randhilicious","@thedufresne Coba aja langsung mas... instal, beli tiketnya, cobain deh. Kalo seblmnya pakai QR Tiket di App JakLingko, udah bbrp kali pakai, so far lancar. itu kalo ngerti cara pakainya, alias ga gaptek aja. Tapi kalo skrg ternyata udah bisa pakai Kartu, sesuai broadcast dari App JakLingko.","@thedufresne Coba aja langsung mas... instal, beli tiketnya, cobain deh. Kalo seblmnya pakai QR Tiket di App JakLingko, udah bbrp kali pakai, so far lancar. itu kalo ngerti cara pakainya, alias ga gaptek aja. Tapi kalo skrg ternyata udah bisa pakai Kartu, sesuai broadcast dari App JakLingko.","2022-10-05 02:09:39","Twitter for Android",0,0,"in","","reply","thedufresne",70120802,1577523606330175490,"",0,0,1482274573,"https://pbs.twimg.com/profile_images/1010863034523217921/KPnIJs3c_normal.jpg",11224,369,762,"2013-06-04 09:14:11","Sagittarius | Minum Kopi 3x Sehari  | Penikmat 🚍🚈🏃🚴#JakLingko | SONY XPERIA and LUMIA Photography 📸","Tebet, Indonesia","",
28,1577541375457136640,"https://twitter.com/MadaPirmada/statuses/1577541375457136640","https://twitter.com/MadaPirmada/statuses/1577541375457136640","MadaPirmada","RT @anc_magicpiper: @Notinarealmode @PT_Transjakarta bener bgt uda gt saya mau reset di halte saya turun ternyata kartu flazz bca lama tida…","@Notinarealmode @PT_Transjakarta bener bgt uda gt saya mau reset di halte saya turun ternyata kartu flazz bca lama tidak bisa, td untung punya jaklingko, bikin peraturan baru tp tidak siap semua alur nya zzz..","2022-10-05 02:09:07","Twitter for Android",0,1,"in","","retweet","",0,0,"anc_magicpiper",171344549,1577118629732421633,32388508,"https://pbs.twimg.com/profile_images/3276745898/ceb6533bfa2cebe3cf061813869addc9_normal.jpeg",6570,816,193,"2009-04-17 08:41:47","JC, LSH, I♥mypets, si peramu kata..","indonesia","",
29,1577540244567564288,"https://twitter.com/bandarbaru_1/statuses/1577540244567564288","https://twitter.com/bandarbaru_1/statuses/1577540244567564288","bandarbaru_1","RT @BisKota_: @PT_Transjakarta Bayangkan, jaklingko ga punya akun resmi twitter  Humasnya jaklingko juga tidak ada statementnya di sosmed","@PT_Transjakarta Bayangkan, jaklingko ga punya akun resmi twitter  Humasnya jaklingko juga tidak ada statementnya di sosmed","2022-10-05 02:04:38","TweetDeck",0,5,"in","","retweet","",0,0,"BisKota_",1619443765,1577540031308529665,1571508081858846721,"https://pbs.twimg.com/profile_images/1571516994025033731/sCDAM8rB_normal.jpg",704,46,1,"2022-09-18 10:35:15","He/Him 25 years old 🇮🇩 | Tweet adalah pandangan pribadi","Indonesia","",
30,1577540031308529665,"https://twitter.com/BisKota_/statuses/1577540031308529665","https://twitter.com/BisKota_/statuses/1577540031308529665","BisKota_","@PT_Transjakarta Bayangkan, jaklingko ga punya akun resmi twitter  Humasnya jaklingko juga tidak ada statementnya di sosmed","@PT_Transjakarta Bayangkan, jaklingko ga punya akun resmi twitter  Humasnya jaklingko juga tidak ada statementnya di sosmed","2022-10-05 02:03:47","Twitter for Android",13,5,"in","","reply","PT_Transjakarta",104556071,1577535310346727424,"",0,0,1619443765,"https://pbs.twimg.com/profile_images/1330543140105805825/bUlc4FwA_normal.jpg",157045,774,23849,"2013-07-25 00:37:47","transport public user & enthusiast  email : biskota.jakarta@gmail.com telpon/WA bisa DM terlebih dahulu","Jabodetabek","",
31,1577539937939120128,"https://twitter.com/HaloSdrFikri/statuses/1577539937939120128","https://twitter.com/HaloSdrFikri/statuses/1577539937939120128","HaloSdrFikri","@_natse @pqrsep @PT_Transjakarta Untuk kendala yang kakak alami kami sarankan mengunduh aplikasi jaklingko dan melakukan pairing kartu pada aplikasi jaklingko untuk proses refund. Setelah itu kakak harus melakukan binding (menghubungkan jaklingko apps dengan fello) dan proses dilakukan pada akun fello pengguna","@_natse @pqrsep @PT_Transjakarta Untuk kendala yang kakak alami kami sarankan mengunduh aplikasi jaklingko dan melakukan pairing kartu pada aplikasi jaklingko untuk proses refund. Setelah itu kakak harus melakukan binding (menghubungkan jaklingko apps dengan fello) dan proses dilakukan pada akun fello pengguna","2022-10-05 02:03:25","Twitter for iPhone",3,0,"in","","reply","_natse",58616890,1577537218473652224,"",0,0,238468630,"https://pbs.twimg.com/profile_images/1553952569067974661/Qw1HKStq_normal.jpg",31049,562,962,"2011-01-15 02:04:01","𝒮𝒾 𝓋𝒾𝓈 𝓅𝒶𝒸𝑒𝓂, 𝓅𝒶𝓇𝒶 𝒷𝑒𝓁𝓁𝓊𝓂 #usepublictransportation","Jakarta Capital Region, Indonesia","",
